ObservationURI,ObservationName,SpecimenLabel,SpecimenURI,GeologicUnitName,FeatureOfInterestURI,LithologyTerm,RockName,SamplingFeatureURI,SamplingFeatureName,SampleCollectionDate,LocalityTerms,TectonicProvince,County,State,PLSS_Meridians,"Township",Range,Section_,SectionPart,LatDegree,LongDegree,SRS,LocationUncertaintyStatement,ElevationDatum_m,SampleDepth_m,SampleMeasurementDate,SampleType,SampleMass_kg,OverburdenThickness_m,SampleDensity_g-cc,UncertainDensity,Laboratory,LaboratoryURI,RadioactivityMeasurementDevice,MeasurementProcedure,SampleCureDuration,MeasurementCount,Uranium,Thorium,Potassium,HeatProduction_mWm3,HeatProductionUncertainty,Notes,MetadataURI,Source
BO-1 1550-1553,BO-1 1550-1553,BO-1 1550-1553,,Unnamed,,,Amphibolitic Gneiss,,,,,Interior Lowlands,Filmore,MN,,101N,8W,22,BCC,43.53,-91.78,WGS84,,,,,,,,,,,UND Geothermal laboratory,Germanium gamma ray spectrometer,2 hour  data collection,,,0.86,1.36,1.16,0.43,0.016 per ?W m-3,,,
PL-3 173.5-175,PL-3 173.5-175,PL-3 173.5-175,,Grygla Pluton,,,Medium Grained Hornblende Granite,,,,,Interior Lowlands,,MN,,155N,39W,27,BBC,48.21,-95.64,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.79,1.31,1.63,0.45,,,,
MEX-0003 2368.5-2369.5,MEX-0003 2368.5-2369.5,MEX-0003 2368.5-2369.5,,Duluth Complex,,,AN Series = Gabbro,,,,,Interior Lowlands,,MN,,62N,11W,35,CDB,47.81,-91.7,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.42,1.29,0.51,0.25,,,,
KEX 05L022 355.5-357.5,KEX 05L022 355.5-357.5,KEX 05L022 355.5-357.5,,Tamarack Intrusion,,,Thomson Fm = massive flow/sill??,,,,,Interior Lowlands,,MN,,47N,21W,6,BCC,46.58,-93.04,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.42,1.26,0.00,0.20,,,,
YGH-2 591.5-593.5,YGH-2 591.5-593.5,YGH-2 591.5-593.5,,,,,Diorite,Core,,,,Interior Lowlands,,MN,,,,,,48.81,-96.31,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.08,1.21,0.79,0.18,,,,
521,521,521,,,,,Pegmatite,,,,,Interior Lowlands,,MN,,167N,34W,5,BAA,49.31422188,-95.04923087,WGS84,,,,,,,,,,,UND Geothermal laboratory,Germanium gamma ray spectrometer,2 hour  data collection,,,2.38,1.20,4.58,1.14,0.016 per ?W m-3,,,
1986-2A 144-144.6,1986-2A 144-144.6,1986-2A 144-144.6,,Unnamed,,,Granodiorite,,,,,Interior Lowlands,Koochiching,MN,,158N,28W,27,DDB,48.48,-94.23,WGS84,,,,,,,,,,,UND Geothermal laboratory,Germanium gamma ray spectrometer,2 hour  data collection,,,0.39,1.18,3.08,0.00,0.016 per ?W m-3,,,
CB-13 20-23,CB-13 20-23,CB-13 20-23,,Unnamed,,,Granite,,,,,Interior Lowlands,Itasca,MN,,150n,29w,26,BAA,47.78,-94.31,WGS84,,,,,,,,,,,UND Geothermal laboratory,Germanium gamma ray spectrometer,2 hour  data collection,,,0.31,1.17,1.49,0.29,0.016 per ?W m-3,,,
NM-3 4364-4367,NM-3 4364-4367,NM-3 4364-4367,,Giants Range Batholith,,,Hornblende Granite,,,,,Interior Lowlands,,MN,,61N,11W,2,DCB,47.8,-91.7,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.38,1.15,1.61,0.33,,,,
LV-13 135-136,LV-13 135-136,LV-13 135-136,,Unnamed,,,Epidotized Gneissic Leucotonalite,,,,,Interior Lowlands,,MN,,132N,33W,14,BCC,46.24,-94.8,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.68,1.10,0.97,0.35,,,,
KIB-77 507-508.3,KIB-77 507-508.3,KIB-77 507-508.3,,Decker Lake Pluton,,,Hornblende Granite,,,,,Interior Lowlands,,MN,,149N,30W,24,DCC,47.71,-94.44,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.51,1.09,1.17,0.32,,,,
CB-12 302-306,CB-12 302-306,CB-12 302-306,,Unnamed,,,Monzodiorite,,,,,Interior Lowlands,Itasca,MN,,150n,29w,2,ACC,47.84,-94.32,WGS84,,,,,,,,,,,UND Geothermal laboratory,Germanium gamma ray spectrometer,2 hour  data collection,,,0.36,1.07,0.88,0.25,0.016 per ?W m-3,,,
MNVA2,MNVA2,MNVA2,,Unnamed,,,Mafic,,,,,Interior Lowlands,,MN,,57N,17W,30,BAC,47.39,-92.54,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.07,1.06,0.84,0.17,,,,
RRVD-26 391-394,RRVD-26 391-394,RRVD-26 391-394,,Unnamed,,,Biotite Granite,Core,,,,Interior Lowlands,,MN,,152N,49W,11,BDD,47.38,-96.64,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.21,1.02,0.85,0.21,,,,
VM-11,VM-11,VM-11,,,,,Gabbro,Outcrop,,,,Interior Lowlands,,MN,,64N,19W,30,CDD,48.44,-93.05,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.31,1.02,0.32,0.18,,,,
EC-5 161-162,EC-5 161-162,EC-5 161-162,,Pease Pluton,,,Porphoryitic Granite,,,,,Interior Lowlands,Morrison,MN,,40N,29W,35,ACA,45.92,-93.92,WGS84,,,,,,,,,,,UND Geothermal laboratory,Germanium gamma ray spectrometer,2 hour  data collection,,,0.74,0.97,2.54,0.48,0.016 per ?W m-3,,,
STAR 2 222-225,STAR 2 222-225,STAR 2 222-225,,Unnamed,,,Tonalite-Granodiorite,Core,,,,Interior Lowlands,,MN,,155N,41W,5,DAA,48.28,-95.68,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.38,0.96,0.19,0.19,,,,
KIB-52 256-257,KIB-52 256-257,KIB-52 256-257,,Unnamed,,,Hornblende Quartz Diorite,,,,,Interior Lowlands,,MN,,148N,28W,1,BCC,47.66,-94.17,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.38,0.94,0.84,0.25,,,,
EC-27 145-146.5,EC-27 145-146.5,EC-27 145-146.5,,Tonalitic Orthogneiss,,,Tonalitic Orthogneiss,,,,,Interior Lowlands,Sherburne,MN,,35N,27W,14,ADA,45.53,-93.66,WGS84,,,,,,,,,,,UND Geothermal laboratory,Germanium gamma ray spectrometer,2 hour  data collection,,,0.21,0.88,1.59,0.27,0.016 per ?W m-3,,,
1986-20 178-178.5,1986-20 178-178.5,1986-20 178-178.5,,Unnamed,,,Granodiorite,,,,,Interior Lowlands,Roseau,MN,,161N,35N,35,CDA,48.72,-95.13,WGS84,,,,,,,,,,,UND Geothermal laboratory,Germanium gamma ray spectrometer,2 hour  data collection,,,0.60,0.85,0.84,0.29,0.016 per ?W m-3,,,
LV-1 365-367,LV-1 365-367,LV-1 365-367,,Unnamed,,,Granitic Gneiss,,,,,Interior Lowlands,,MN,,139N,29W,1,DAA,46.89,-94.29,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.14,0.85,0.77,0.17,,,,
BB-3 152-156,BB-3 152-156,BB-3 152-156,,Unnamed,,,Granodiorite,,,,,Interior Lowlands,Koochiching,MN,,151N,28W,28,DCD,47.87,-94.25,WGS84,,,,,,,,,,,UND Geothermal laboratory,Germanium gamma ray spectrometer,2 hour  data collection,,,0.08,0.84,0.58,0.13,0.016 per ?W m-3,,,
KIB-12 169-170,KIB-12 169-170,KIB-12 169-170,,Effie Pluton,,,Luecogranodiorite,,,,,Interior Lowlands,,MN,,62N,26W,24,ABD,47.85,-93.6,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.01,0.83,1.24,0.18,,,,
127 A,127 A,127A,,,,,Diorite,,,,,Interior Lowlands,,MN,,61N,17W,34,ADD,47.72760878,-92.48948646,WGS84,,,,,,,,,,,UND Geothermal laboratory,Germanium gamma ray spectrometer,2 hour  data collection,,,0.50,0.82,0.85,0.27,0.016 per ?W m-3,,,
KIB-45 163.5-164.5,KIB-45 163.5-164.5,KIB-45 163.5-164.5,,Unnamed,,,Granodiorite,,,,,Interior Lowlands,,MN,,151N,25W,20,BDB,47.88,-93.87,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.16,0.80,1.02,0.19,,,,
HM-3,HM-3,HM-3,,,,,Syenite,,,,,Interior Lowlands,,MN,,39N,29W,32,ADC,45.98009924,-93.98174612,WGS84,,,,,,,,,,,UND Geothermal laboratory,Germanium gamma ray spectrometer,2 hour  data collection,,,1.57,0.79,1.61,0.62,0.016 per ?W m-3,,,
mnely1,mnely1,mnely1,,Unnamed,,,Mafic,,,,,Interior Lowlands,,MN,,60N,16W,8,DCC,47.7,-92.41,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.03,0.75,0.83,0.14,,,,
KEX 05L022 1255.5-1257.5,KEX 05L022 1255.5-1257.5,KEX 05L022 1255.5-1257.5,,Tamarack Intrusion,,,Tamarack int = Monzogabbro,,,,,Interior Lowlands,,MN,,47N,21W,6,BCC,46.58,-93.04,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.05,0.75,0.28,0.09,,,,
DU-8 4152-4155,DU-8 4152-4155,DU-8 4152-4155,,,,,Granodiorite,,,,,Interior Lowlands,,MN,,61N,11W,3,DBB,47.79953189,-91.7166854,WGS84,,,,,,,,,,,UND Geothermal laboratory,Germanium gamma ray spectrometer,2 hour  data collection,,,0.45,0.74,1.06,0.27,0.016 per ?W m-3,,,
112,112,112,,,,,Syenite,,,,,Interior Lowlands,,MN,,61N,17W,9,DDA,47.7860146,-92.52135669,WGS84,,,,,,,,,,,UND Geothermal laboratory,Germanium gamma ray spectrometer,2 hour  data collection,,,0.82,0.71,1.87,0.44,0.016 per ?W m-3,,,
MEX-0003 2361.5-2363,MEX-0003 2361.5-2363,MEX-0003 2361.5-2363,,Duluth Complex,,,AN Series = Anorthosite,,,,,Interior Lowlands,,MN,,62N,11W,35,CDB,47.81,-91.7,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.40,0.69,0.40,0.19,,,,
116 A1,116 A1,116A1,,,,,Granodiorite,,,,,Interior Lowlands,,MN,,68N,19W,21,ADB,48.36591,-92.78612451,WGS84,,,,,,,,,,,UND Geothermal laboratory,Germanium gamma ray spectrometer,2 hour  data collection,,,0.20,0.59,0.75,0.16,0.016 per ?W m-3,,,
1985-2 288.5-290,1985-2 288.5-290,1985-2 288.5-290,,Unnamed,,,Diorite,,,,,Interior Lowlands,Cass,MN,,136N,31W,30,AAA,46.57,-94.63,WGS84,,,,,,,,,,,UND Geothermal laboratory,Germanium gamma ray spectrometer,2 hour  data collection,,,0.69,0.57,0.90,0.32,0.016 per ?W m-3,,,
BR-2 152-156.5,BR-2 152-156.5,BR-2 152-156.5,,Unnamed,,,Monzodiorite,,,,,Interior Lowlands,Koochiching,MN,,64N,27W,35,BAB,47.99,-93.75,WGS84,,,,,,,,,,,UND Geothermal laboratory,Germanium gamma ray spectrometer,2 hour  data collection,,,0.73,0.56,0.79,0.31,0.016 per ?W m-3,,,
KIB-74 256.5-258,KIB-74 256.5-258,KIB-74 256.5-258,,Unnamed,,,Granodiorite,,,,,Interior Lowlands,,MN,,150N,30W,8,BBD,47.82,-94.51,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,1.19,0.52,1.30,0.47,,,,
BB-11 284-28,BB-11 284-28,BB-11 284-28,,Unnamed,,,Chloritized Diorite,,,,,Interior Lowlands,Koochiching,MN,,151N,29W,16,DCB,47.9,-94.37,WGS84,,,,,,,,,,,UND Geothermal laboratory,Germanium gamma ray spectrometer,2 hour  data collection,,,0.49,0.48,0.36,0.20,0.016 per ?W m-3,,,
RRVD-30 374-377,RRVD-30 374-377,RRVD-30 374-377,,Snake River Batholith,,,Foliate Granodiorite,Core,,,,Interior Lowlands,,MN,,124N,28W,19,DBA,48.49,-96.69,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.07,0.42,0.52,0.10,,,,
MNLOTW2,MNLOTW2,MNLOTW2,,Unnamed,,,Granitic,,,,,Interior Lowlands,,MN,,163N,34W,5,CCC,48.96,-95.07,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.15,0.36,0.61,0.12,,,,
RRVD-27 218-321,RRVD-27 218-321,RRVD-27 218-321,,Unnamed,,,Tonalite-Granodiorite,Core,,,,Interior Lowlands,,MN,,158N,47W,23,CDB,48,-96.9,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.30,0.30,0.68,0.16,,,,
500,500,500,,,,,Quartz Monzonite,,,,,Interior Lowlands,,MN,,161N,34W,29,ADC,48.88287405,-95.06200284,WGS84,,,,,,,,,,,UND Geothermal laboratory,Germanium gamma ray spectrometer,2 hour  data collection,,,0.41,0.28,0.13,0.14,0.016 per ?W m-3,,,
RRVD-23 415-418,RRVD-23 415-418,RRVD-23 415-418,,WG Unit (Day),,,Granodiorite,Core,,,,Interior Lowlands,,MN,,145N,47W,15,DDB,46.19,-96.5,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.24,0.23,0.76,0.15,,,,
CD-19 77-78.5,CD-19 77-78.5,CD-19 77-78.5,,,,,Monzodiorite,,,,,Interior Lowlands,,MN,,62N,19W,24,BBB,47.83420915,-92.69688975,WGS84,,,,,,,,,,,UND Geothermal laboratory,Germanium gamma ray spectrometer,2 hour  data collection,,,0.26,0.19,1.07,0.18,0.016 per ?W m-3,,,
MNVA3,MNVA3,MNVA3,,Unnamed,,,Mafic,,,,,Interior Lowlands,,MN,,59N,17W,20,DDD,47.59,-92.54,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.03,0.13,0.31,0.05,,,,
KEX 05L022 1046.2-1048.2,KEX 05L022 1046.2-1048.2,KEX 05L022 1046.2-1048.2,,Tamarack Intrusion,,,Tamarack int = biotitic norite,,,,,Interior Lowlands,,MN,,47N,21W,6,BCC,46.58,-93.04,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.01,0.10,0.00,0.01,,,,
MEX-0003 284-285,MEX-0003 284-285,MEX-0003 284-285,,Duluth Complex,,,Upper Basalt,,,,,Interior Lowlands,,MN,,62N,11W,35,CDB,47.81,-91.7,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.14,0.08,0.00,0.04,,,,
MNGF1,MNGF1,MNGF1,,Unnamed,,,Granitic,,,,,Interior Lowlands,,MN,,116N,39W,34,CDA,44.81,-95.54,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.10,0.05,0.04,0.03,,,,
127 B,127 B,127B,,,,,Diorite,,,,,Interior Lowlands,,MN,,61N,17W,34,ADD,47.72784306,-92.48956419,WGS84,,,,,,,,,,,UND Geothermal laboratory,Germanium gamma ray spectrometer,2 hour  data collection,,,0.27,0.04,0.83,0.15,0.016 per ?W m-3,,,
KIB-5B 154-155,KIB-5B 154-155,KIB-5B 154-155,,Unnamed,,,Quartz Diorite,,,,,Interior Lowlands,,MN,,60N,24W,36,ACA,47.64,-93.33,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.00,0.04,0.48,0.05,,,,
BKU-81-1 800-803,BKU-81-1 800-803,BKU-81-1 800-803,,Rockville Granite,,,Diorite,,,,,Interior Lowlands,Meeker,MN,,118N,31W,11,CCA,45.04,-94.54,WGS84,,,,,,,,,,,UND Geothermal laboratory,Germanium gamma ray spectrometer,2 hour  data collection,,,0.19,0.03,0.01,0.05,0.016 per ?W m-3,,,
CC-32 120.5-122.2,CC-32 120.5-122.2,CC-32 120.5-122.2,,Unnamed,,,Hornblende Diorite,,,,,Interior Lowlands,Otter Tail,MN,,134N,36W,35,BBC,46.37,-95.18,WGS84,,,,,,,,,,,UND Geothermal laboratory,Germanium gamma ray spectrometer,2 hour  data collection,,,0.28,0.00,0.41,0.11,0.016 per ?W m-3,,,
MEX-0137M 1450-1451,MEX-0137M 1450-1451,MEX-0137M 1450-1451,,Duluth Complex,,,BMZ = Melatroctolite,,,,,Interior Lowlands,,MN,,62N,11W,33,CBD,47.81,-91.74,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.32,0.00,0.09,0.09,,,,
MEX-0003 750.5-752,MEX-0003 750.5-752,MEX-0003 750.5-752,,Duluth Complex,,,Upper Gabbro,,,,,Interior Lowlands,,MN,,62N,11W,35,CDB,47.81,-91.7,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.14,0.00,0.00,0.04,,,,
NW-6 356-357.5,NW-6 356-357.5,NW-6 356-357.5,,Unnamed,,,Hornblende Diorite,,,,,Interior Lowlands,,MN,,161N,44W,32,CCD,48.72,-96.38,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.11,0.00,0.00,0.03,,,,
G10-002,G10-002,G10-002,,Montevideo Gneiss,,,Hornblende-Biotite Gneiss with Amphibolite pods,,,,,Interior Lowlands,,MN,,115N,39W,4,ADB,44.8,-95.55,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.07,0.00,0.03,0.02,,,,
MEX-0003 186-187,MEX-0003 186-187,MEX-0003 186-187,,Duluth Complex,,,ATA Series,,,,,Interior Lowlands,,MN,,62N,11W,35,CDB,47.81,-91.7,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.00,0.00,0.00,0.00,,,,
MGS887 278-279.5,MGS887 278-279.5,MGS887 278-279.5,,Unnamed,,,Granite,,,,,Interior Lowlands,,MN,,158N,50W,19,CAA,48.49,-97.14,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,0.00,0.00,0.00,0.00,,,,
120,120,120,,,,,Quartz Monzonite,,,,,Interior Lowlands,,MN,,60N,21W,1,DAD,47.71903215,-92.94590641,WGS84,,,,,,,,,,,UND Geothermal laboratory,Germanium gamma ray spectrometer,2 hour  data collection,,,,,,0.00,,,,
229 B,229 B,229B,,,,,Granite,,,,,Interior Lowlands,,MN,,11N,32W,22,ABC,44.40837259,-94.67337339,WGS84,,,,,,,,,,,UND Geothermal laboratory,Germanium gamma ray spectrometer,2 hour  data collection,,,,,,0.00,0.016 per ?W m-3,,,
FR-1,FR-1,FR-1,,,,,Granodiorite,,,,,Interior Lowlands,,MN,,111M,32W,22,ACB,44.40843429,-94.67346307,WGS84,,,,,,,,,,,UND Geothermal laboratory,Germanium gamma ray spectrometer,2 hour  data collection,,,,,,0.00,0.016 per ?W m-3,,,
KEX07L038 060,KEX07L038 060,KEX07L038 060,,Tamarack Intrusion,,,Feldspathic Peridotite,,,,,Interior Lowlands,,MN,,48N,21W,30,CCA,46.61,-93.06,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,,,,,,,,
KEX07L038 120,KEX07L038 120,KEX07L038 120,,Tamarack Intrusion,,,Granophyre,,,,,Interior Lowlands,,MN,,48N,21W,30,CCA,46.61,-93.06,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,,,,,,,,
KEX07L038 180,KEX07L038 180,KEX07L038 180,,Tamarack Intrusion,,,Epidote Altered Granophyre,,,,,Interior Lowlands,,MN,,48N,21W,30,CCA,46.61,-93.06,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,,,,,,,,
KEX07L038 240,KEX07L038 240,KEX07L038 240,,Tamarack Intrusion,,,Melatroctolite - Serpentinized,,,,,Interior Lowlands,,MN,,48N,21W,30,CCA,46.61,-93.06,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,,,,,,,,
KEX07L038 300,KEX07L038 300,KEX07L038 300,,Tamarack Intrusion,,,Epidote Altered Melatroctolite,,,,,Interior Lowlands,,MN,,48N,21W,30,CCA,46.61,-93.06,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,,,,,,,,
KEX07L038 360,KEX07L038 360,KEX07L038 360,,Tamarack Intrusion,,,Melatroctolite -  Weakly Serpentinized,,,,,Interior Lowlands,,MN,,48N,21W,30,CCA,46.61,-93.06,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,,,,,,,,
KEX07L038 420,KEX07L038 420,KEX07L038 420,,Tamarack Intrusion,,,Troctolite,,,,,Interior Lowlands,,MN,,48N,21W,30,CCA,46.61,-93.06,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,,,,,,,,
KEX07L038 480,KEX07L038 480,KEX07L038 480,,Tamarack Intrusion,,,Peridotite,,,,,Interior Lowlands,,MN,,48N,21W,30,CCA,46.61,-93.06,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,,,,,,,,
KEX07L038 540,KEX07L038 540,KEX07L038 540,,Tamarack Intrusion,,,Peridotite - Serpentinized,,,,,Interior Lowlands,,MN,,48N,21W,30,CCA,46.61,-93.06,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,,,,,,,,
KEX07L038 600,KEX07L038 600,KEX07L038 600,,Tamarack Intrusion,,,Peridotite - Weakly Serpentinized,,,,,Interior Lowlands,,MN,,48N,21W,30,CCA,46.61,-93.06,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,,,,,,,,
KEX07L038 660,KEX07L038 660,KEX07L038 660,,Tamarack Intrusion,,,Peridotite,,,,,Interior Lowlands,,MN,,48N,21W,30,CCA,46.61,-93.06,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,,,,,,,,
KEX07L038 720,KEX07L038 720,KEX07L038 720,,Tamarack Intrusion,,,Peridotite,,,,,Interior Lowlands,,MN,,48N,21W,30,CCA,46.61,-93.06,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,,,,,,,,
KEX07L039 060,KEX07L039 060,KEX07L039 060,,Tamarack Intrusion,,,Thomson Fm = greywacke and siltstone,,,,,Interior Lowlands,,MN,,48N,21W,29,DDC,46.62,-93.04,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,,,,,,,,
KEX07L039 120,KEX07L039 120,KEX07L039 120,,Tamarack Intrusion,,,Thomson Fm = massive flow/sill??,,,,,Interior Lowlands,,MN,,48N,21W,29,DDC,46.62,-93.04,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,,,,,,,,
KEX07L039 180,KEX07L039 180,KEX07L039 180,,Tamarack Intrusion,,,Granophyre,,,,,Interior Lowlands,,MN,,48N,21W,29,DDC,46.62,-93.04,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,,,,,,,,
KEX07L039 240,KEX07L039 240,KEX07L039 240,,Tamarack Intrusion,,,Granophyre,,,,,Interior Lowlands,,MN,,48N,21W,29,DDC,46.62,-93.04,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,,,,,,,,
KEX07L039 293,KEX07L039 293,KEX07L039 293,,Tamarack Intrusion,,,Fine Grained Melatroctolite,,,,,Interior Lowlands,,MN,,48N,21W,29,DDC,46.62,-93.04,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,,,,,,,,
KEX07L039 360,KEX07L039 360,KEX07L039 360,,Tamarack Intrusion,,,Oxide-Bearing Melatroctolite,,,,,Interior Lowlands,,MN,,48N,21W,29,DDC,46.62,-93.04,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,,,,,,,,
KEX07L039 420,KEX07L039 420,KEX07L039 420,,Tamarack Intrusion,,,Melatroctolite,,,,,Interior Lowlands,,MN,,48N,21W,29,DDC,46.62,-93.04,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,,,,,,,,
KEX07L039 480,KEX07L039 480,KEX07L039 480,,Tamarack Intrusion,,,Feldspathic Peridotite,,,,,Interior Lowlands,,MN,,48N,21W,29,DDC,46.62,-93.04,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,,,,,,,,
KEX07L039 540,KEX07L039 540,KEX07L039 540,,Tamarack Intrusion,,,Feldspathic Peridotite,,,,,Interior Lowlands,,MN,,48N,21W,29,DDC,46.62,-93.04,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,,,,,,,,
KIB-40 300.5-301.5,KIB-40 300.5-301.5,KIB-40 300.5-301.5,,Bello Lake Pluton,,,Monzonite,,,,,Interior Lowlands,,MN,,148N,25W,16,BBB,47.63,-93.84,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,,,,,,,,
NM-5 5178-5186,NM-5 5178-5186,NM-5 5178-5186,,Giants Range Batholith,,,Granodiorite,,,,,Interior Lowlands,,MN,,61N,11W,11,DDA,47.79,-91.7,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,,,,,,,,
VM-6a,VM-6a,VM-6a,,,,,Granite,Outcrop,,,,Interior Lowlands,,MN,,65N,18W,32,BAB,48.07,-92.67,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,,,,,,,,
VM-6b,VM-6b,VM-6b,,,,,Schist,Outcrop,,,,Interior Lowlands,,MN,,66N,20W,22,ACC,48.07,-92.67,WGS84,,,,,,,,,,,NRRI,"FUS-MS for Th and U, FUS-ICP for K2O",,,,,,,,,,,
